,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,LOT,BLOCK,PLAN,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE
186485,003-534-596,STRATA,648097750002,64809775,RM-4,Multiple Family Dwelling,2,,VAS160,526,108,1825.0,8TH AVE W,V6J 1V9,LOT 2  PLAN VAS160  DISTRICT LOT 52,6  NEW WESTMINSTER UNDIV 491/10000 ,SHARE IN COM PROP THEREIN.,,,597000.0,167000.0,2018.0,504000.0,162000.0,1974.0,1974.0,,2
92104,013-366-521,LAND,275733130000,27573313,RM-7,Multiple Family Dwelling,63,4,VAP2911,394,,5029.0,SLOCAN ST,V5R 2A6,LOT 63  BLOCK 4  PLAN VAP2911  DIST,RICT LOT 394  NEW WESTMINSTER,,,,1884000.0,57900.0,2018.0,1895000.0,60500.0,1931.0,1945.0,,23
164716,019-101-643,STRATA,170747080031,17074708,C-2,Commercial,31,,LMS1738,526,406,488.0,40TH AVE W,V5Y 2R4,LOT 31  PLAN LMS1738  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 221/1000,0 SHARE IN COM PROP THEREIN.,,,354000.0,141000.0,2018.0,293000.0,143000.0,1994.0,1994.0,,9
135106,006-115-152,LAND,78721140000,7872114,RS-1,One Family Dwelling,19,97,VAP9680,526,,4716.0,PATON ST,V6L 2J1,LOT 19  BLOCK 97  PLAN VAP9680  DIS,TRICT LOT 526  NEW WESTMINSTER,,,,4463000.0,105000.0,2018.0,4839000.0,58500.0,1960.0,1960.0,,4
143392,007-983-689,LAND,289600800000,28960080,RS-1,One Family Dwelling,7,B,VAP1876,THSL,,978.0,LILLOOET ST,V5K 4H2,LOT 7  BLOCK B  PLAN VAP1876  DISTR,ICT LOT THSL  NEW WESTMINSTER SECTI,ON 25 N W QTR.,,,1206000.0,46700.0,2018.0,1182000.0,48800.0,1956.0,1970.0,,20
55188,018-408-796,STRATA,650120020025,65012002,C-3A,Commercial,25,,LMS1031,526,802,1788.0,BROADWAY W,V6J 1Y1,LOT 25  PLAN LMS1031  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 1325/407,68 SHARE IN COM PROP THEREIN.,,,1650000.0,215000.0,2018.0,1266000.0,220000.0,1993.0,1993.0,,7
203367,014-086-654,LAND,254733780000,25473378,RT-11,Two Family Dwelling,6,2,VAP2050,394,,5078.0,GLADSTONE ST,V5P 4B9,LOT 6  BLOCK 2  PLAN VAP2050  DISTR,"ICT LOT 394  NWD GROUP 1, OF LOT 1.",,,,1447000.0,35300.0,2018.0,1447000.0,37100.0,1910.0,1975.0,,23
169416,002-859-726,LAND,770303220000,77030322,RT-2,Two Family Dwelling,2,,VAP2411,37,,3140.0,KINGSWAY,V5R 5K1,LOT 2  PLAN VAP2411  DISTRICT LOT 3,7  NEW WESTMINSTER BLOCK 24 & 25.,,,,882000.0,34400.0,2018.0,888000.0,34400.0,1944.0,1944.0,,23
156924,018-839-461,STRATA,126608920141,12660892,DD,Comprehensive Development,141,,LMS1468,541,2003,1188.0,HOWE ST,V6Z 2S8,LOT 141  PLAN LMS1468  DISTRICT LOT, 541  NEW WESTMINSTER UNDIV 400/120,640 SHARE IN COM PROP THEREIN.,,,347000.0,136000.0,2018.0,266000.0,137000.0,1994.0,1994.0,,29
72306,012-635-456,LAND,631274930000,63127493,RS-1,One Family Dwelling,18,3,VAP3385,THSL,,2697.0,2ND AVE E,V5M 1C8,LOT 18  BLOCK 3  SECTION 33  PLAN V,AP3385  DISTRICT LOT THSL  NWD PART, S 1/2.,,,1294000.0,28900.0,2018.0,1319000.0,28900.0,1952.0,1952.0,,21
112682,023-695-234,STRATA,646058350002,64605835,RT-7,Two Family Dwelling,2,,LMS2716,192,,3029.0,7TH AVE W,V6K 1Z7,LOT 2  PLAN LMS2716  DISTRICT LOT 1,92  NEW WESTMINSTER UNDIV 1422/3103, SHARE IN COM PROP THEREIN.,,,1320000.0,381000.0,2018.0,1207000.0,332000.0,1996.0,1997.0,,2
83351,010-483-179,LAND,215730700000,21573070,RS-1,One Family Dwelling,19,9,VAP1620,668,,5068.0,SOMERVILLE ST,V5W 3H2,LOT 19  BLOCK 9  PLAN VAP1620  DIST,"RICT LOT 668  NWD GROUP 1, TO DL 67",0.,,,1307000.0,418000.0,2018.0,1300000.0,376000.0,1911.0,2005.0,,16
177526,014-527-286,LAND,691150770000,69115077,RS-7,One Family Dwelling,22,496,VAP1618,472,,921.0,17TH AVE W,V5Z 1V5,LOT 22  BLOCK 496  PLAN VAP1618  DI,STRICT LOT 472  NEW WESTMINSTER,,,,2400000.0,25800.0,2018.0,2365000.0,25800.0,1922.0,1955.0,,9
152139,028-564-707,STRATA,648191970036,64819197,C-3A,Commercial,36,,BCS4075,200A,303,2321.0,SCOTIA ST,V5T 0A8,LOT 36  PLAN BCS4075  DISTRICT LOT ,"200A  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,554000.0,229000.0,2018.0,417000.0,231000.0,2011.0,2011.0,,13
93508,015-896-676,STRATA,688084740001,68808474,RT-7,Two Family Dwelling,1,,VAS2620,526,,2224.0,15TH AVE W,V6K 2Y7,LOT 1  PLAN VAS2620  DISTRICT LOT 5,26  NWD UNDIV 500/1000 SHARE IN COM, PROP THEREIN TOGETHER WITH AN INTE,REST IN THE COMMON PROPERTY IN PROP,ORTION TO THE UNIT ENTITLEMENT OF T,1962000.0,185000.0,2018.0,1989000.0,200000.0,1990.0,1990.0,,2
196835,023-359-404,STRATA,190605770015,19060577,CD-1 (264),Comprehensive Development,15,,LMS2327,2037,405,1255.0,MAIN ST,V6A 4G5,LOT 15  PLAN LMS2327  DISTRICT LOT ,2037  NEW WESTMINSTER UNDIV 1118/84,998 SHARE IN COM PROP THEREIN.,,,555000.0,254000.0,2018.0,351000.0,257000.0,1996.0,1996.0,,30
57712,026-880-156,STRATA,156604070261,15660407,DD,Comprehensive Development,261,,BCS2103,541,2808,909.0,MAINLAND ST,V6B 1S3,LOT 261  PLAN BCS2103  DISTRICT LOT, 541  NEW WESTMINSTER GROUP 1.,,,,516000.0,174000.0,2018.0,427000.0,176000.0,2006.0,2006.0,,29
120913,027-477-576,STRATA,138600540036,13860054,DD,Comprehensive Development,36,,BCS2835,541,1001,788.0,RICHARDS ST,V6B 0C7,LOT 36  PLAN BCS2835  DISTRICT LOT ,"541  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,729000.0,294000.0,2018.0,600000.0,297000.0,2008.0,2008.0,,26
136261,024-794-368,STRATA,170758050023,17075805,CD-1 (388),Comprehensive Development,23,,LMS4176,526,506,538.0,45TH AVE W,V5Z 4S3,LOT 23  PLAN LMS4176  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 940/9036,4 SHARE IN COMMON PROP THEREIN.,,,536000.0,301000.0,2018.0,391000.0,303000.0,2000.0,2000.0,,11
23389,013-576-259,STRATA,686159200011,68615920,RM-4,Multiple Family Dwelling,11,,VAS2392,526,303,788.0,14TH AVE W,V5Z 1P9,LOT 11  PLAN VAS2392  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 108/1520, SHARE IN COM PROP THEREIN.,,,656000.0,236000.0,2018.0,508000.0,240000.0,1989.0,1989.0,,7
35706,012-768-421,LAND,752081850000,75208185,RM-3,Multiple Family Dwelling,29,17,VAP3551,526,,2119.0,42ND AVE W,V6M 2B7,LOT 29  BLOCK 17  PLAN VAP3551  DIS,TRICT LOT 526  NWD OF LOT 9.,,,,3220000.0,2509000.0,2018.0,2818000.0,2171000.0,1959.0,1959.0,,5
109064,029-211-221,STRATA,131614930041,13161493,CD-1 (482),Comprehensive Development,41,113,EPS1755,541,711,1325.0,ROLSTON ST,V6B 0M2,LOT 41  BLOCK 113  PLAN EPS1755  DI,"STRICT LOT 541  NWD GROUP 1, TOGETH",ER WITH AN INTEREST IN THE COMMON P,ROPERTY IN PROPORTION TO THE UNIT E,NTITLEMENT OF THE STRATA LOT AS SHO,352000.0,215000.0,2018.0,282000.0,215000.0,2013.0,2013.0,,29
48331,011-945-192,LAND,710159310000,71015931,RS-5,One Family Dwelling,18,658,VAP2976,526,,767.0,KING EDWARD AVE W,V5Z 2C7,LOT 18  BLOCK 658  PLAN VAP2976  DI,STRICT LOT 526  NEW WESTMINSTER,,,,2607000.0,471000.0,2018.0,2345000.0,480000.0,1994.0,1994.0,,9
139149,027-990-621,STRATA,172589350168,17258935,CD-1 (450),Comprehensive Development,168,,BCS3528,OGT,2106,128.0,CORDOVA ST W,V6B 0E6,LOT 168  PLAN BCS3528  DISTRICT LOT, OGT  NWD TOGETHER WITH AN INTEREST, IN THE COMMON PROPERTY IN PROPORTI,ON TO THE UNIT ENTITLEMENT OF THE S,"TRATA LOT AS SHOWN ON FORM 1 OR V, ",733000.0,267000.0,2018.0,623000.0,267000.0,2009.0,2009.0,,26
142971,006-728-138,LAND,594253470000,59425347,RS-7,One Family Dwelling,C,48,VAP2210,184,,1947.0,TURNER ST,V5L 1Z9,LOT C  BLOCK 48  PLAN VAP2210  DIST,RICT LOT 184  NEW WESTMINSTER,,,,1018000.0,28000.0,2018.0,1029000.0,29300.0,1910.0,1970.0,,14
84401,007-998-490,LAND,816132260000,81613226,RS-1,One Family Dwelling,A,,13890,324,,1428.0,PARK DR,V6P 2K7,LOT A  PLAN 13890  DISTRICT LOT 324,  NEW WESTMINSTER BLOCK 4 OF A.,,,,1722000.0,79700.0,2018.0,1669000.0,79200.0,1971.0,1971.0,,12
160399,024-371-076,STRATA,640090750011,64009075,C-2B,Commercial,11,,LMS3794,526,,2029.0,4TH AVE W,V6J 1N3,LOT 11  PLAN LMS3794  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 961/9520, SHARE IN COM PROP THEREIN.,,,822000.0,131000.0,2018.0,661000.0,133000.0,1999.0,1999.0,,2
202755,011-732-571,STRATA,601119060128,60111906,CD-1 (177),Comprehensive Development,128,,VAS2213,185,1907,1060.0,ALBERNI ST,V6E 4K2,LOT 128  PLAN VAS2213  DISTRICT LOT, 185  NEW WESTMINSTER UNDIV 799/140,625 SHARE IN COMM PROP THEREIN.,,,548000.0,294000.0,2018.0,380000.0,300000.0,1988.0,1988.0,,27
23291,017-762-413,STRATA,148602890028,14860289,DD,Comprehensive Development,28,,LMS355,541,1702,889.0,HOMER ST,V6B 5S3,LOT 28  PLAN LMS355  DISTRICT LOT 5,41  NEW WESTMINSTER UNDIV 97/6158 S,HARE IN COM PROP THEREIN.,,,672000.0,327000.0,2018.0,504000.0,331000.0,1992.0,1992.0,,29
151334,017-718-856,STRATA,280588050019,28058805,C-2C1,Commercial,19,,LMS307,THSL,211,315.0,RENFREW ST,V5K 5G5,LOT 19  PLAN LMS307  DISTRICT LOT T,HSL  NEW WESTMINSTER UNDIV 455/3111,9 SHARE IN COM PROP THEREIN.,,,196000.0,84300.0,2018.0,135000.0,86600.0,1992.0,1992.0,,20
72353,007-201-222,LAND,646271410000,64627141,RS-1,One Family Dwelling,26,17,VAP3385,THSL,,2537.0,7TH AVE E,V5M 1T3,LOT 26  BLOCK 17  SECTION 34  PLAN ,VAP3385  DISTRICT LOT THSL  NWD PAR,T N 1/2.,,,1335000.0,227000.0,2018.0,1360000.0,206000.0,1989.0,1989.0,,21
144030,004-241-185,STRATA,616119040004,61611904,RM-5A,Multiple Family Dwelling,4,,VAS978,185,106,1080.0,PACIFIC ST,V6E 4C2,LOT 4  PLAN VAS978  DISTRICT LOT 18,5  NEW WESTMINSTER UNDIV 472/45765 ,SHARE IN COM PROP THEREIN.,,,365000.0,115000.0,2018.0,285000.0,118000.0,1980.0,1981.0,,27
69656,019-000-154,STRATA,126606930084,12660693,CD-1 (273),Comprehensive Development,84,,LMS1631,541,1206,811.0,HELMCKEN ST,V6Z 1B1,LOT 84  PLAN LMS1631  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 90/10000, SHARE IN COM PROP THEREIN.,,,455000.0,253000.0,2018.0,369000.0,242000.0,1994.0,1994.0,,29
62895,010-828-567,LAND,765144810000,76514481,RS-1,One Family Dwelling,13,10,VAP6746,526,,1143.0,47TH AVE W,V6M 2L5,LOT 13  BLOCK 10  PLAN VAP6746  DIS,TRICT LOT 526  NWD OF LOT 10.,,,,3623000.0,1419000.0,2018.0,3634000.0,393000.0,1982.0,1982.0,,10
130767,006-961-771,LAND,302753780000,30275378,RS-1,One Family Dwelling,G,17,VAP19845,50,,5932.0,KERR ST,V5R 4C1,LOT G  BLOCK 17  PLAN VAP19845  DIS,TRICT LOT 50  NEW WESTMINSTER,,,,1461000.0,149000.0,2018.0,1446000.0,154000.0,1984.0,1984.0,,24
193567,003-707-768,STRATA,646095060023,64609506,RM-4,Multiple Family Dwelling,23,,VAS205,526,212,2330.0,MAPLE ST,V6J 3T6,LOT 23  PLAN VAS205  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 50/2301 S,HARE IN COM PROP THEREIN.,,,372000.0,42700.0,2018.0,280000.0,26800.0,1974.0,1974.0,,2
119937,011-076-011,LAND,120802330000,12080233,RS-6,One Family Dwelling,4,11,VAP5761,526,,7087.0,ANGUS DR,V6P 5J6,LOT 4  BLOCK 11  PLAN VAP5761  DIST,"RICT LOT 526  NWD GROUP 1, OF LOT N",.,,,4345000.0,2814000.0,2018.0,4387000.0,2792000.0,2011.0,2012.0,,10
108563,029-287-511,STRATA,646201640008,64620164,RM-4,Multiple Family Dwelling,8,,EPS1889,264A,PH2,562.0,7TH AVE E,,LOT 8  PLAN EPS1889  DISTRICT LOT 2,"64A  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,781000.0,281000.0,2018.0,638000.0,284000.0,2013.0,2013.0,,13
28194,004-390-610,LAND,612277170000,61227717,RS-1,One Family Dwelling,32,51,VAP3775,THSL,,2817.0,GRANT ST,V5K 3H4,LOT 32  BLOCK 51  SECTION 32  PLAN ,VAP3775  DISTRICT LOT THSL  NEW WES,TMINSTER,,,1369000.0,68300.0,2018.0,1403000.0,71000.0,1927.0,1980.0,,21
121807,015-180-590,LAND,670041220000,67004122,RS-5,One Family Dwelling,3,62,VAP611,540,,3564.0,10TH AVE W,V6R 2G1,LOT 3  BLOCK 62  PLAN VAP611  DISTR,ICT LOT 540  NEW WESTMINSTER,,,,2111000.0,401000.0,2018.0,2226000.0,423000.0,1912.0,2000.0,,2
72344,010-210-288,LAND,304684230000,30468423,RS-1,One Family Dwelling,12,2,VAP8267,THSL,,3425.0,MATAPAN CRES,V5M 4A9,LOT 12  BLOCK 2  PLAN VAP8267  DIST,RICT LOT THSL  NEW WESTMINSTER SECT,ION 40&41.,,,1455000.0,273000.0,2018.0,1404000.0,23400.0,1948.0,1948.0,,22
189745,017-770-475,STRATA,648214350002,64821435,RM-4,Multiple Family Dwelling,2,,LMS368,264A,,933.0,8TH AVE E,V5T 1T7,LOT 2  PLAN LMS368  DISTRICT LOT 26,4A  NEW WESTMINSTER UNDIV 194/1000 ,SHARE IN COM PROP THEREIN.,,,629000.0,190000.0,2018.0,603000.0,177000.0,1992.0,1992.0,,13
177694,026-496-852,STRATA,618138720124,61813872,CD-1 (366),Comprehensive Development,124,,BCS1589,FC,1901,428.0,BEACH CRES,V6Z 3G1,LOT 124  PLAN BCS1589  DISTRICT LOT, FC  NEW WESTMINSTER,,,,2785000.0,566000.0,2018.0,2654000.0,566000.0,2005.0,2005.0,,30
35134,004-182-197,LAND,815152240000,81515224,RS-1,One Family Dwelling,A,A,20838,319,,876.0,61ST AVE W,V6P 2B7,LOT A  BLOCK A  PLAN 20838  DISTRIC,T LOT 319  NEW WESTMINSTER SUBSIDY ,"LOT 27 - 31, & DL 323 & 324.",,,1980000.0,196000.0,2018.0,1900000.0,201000.0,1986.0,1987.0,,12
168917,013-953-362,LAND,813190680000,81319068,RS-1,One Family Dwelling,7,2,VAP2218,326A,,332.0,59TH AVE E,V5X 1X9,LOT 7  BLOCK 2  PLAN VAP2218  DISTR,ICT LOT 326A  NWD GROUP 1.,,,,1367000.0,45600.0,2018.0,1371000.0,48000.0,1967.0,1967.0,,17
73076,026-239-191,STRATA,618129450069,61812945,CD-1 (366),Comprehensive Development,69,,BCS1219,,1505,583.0,BEACH CRES,V6Z 3E6,LOT 69  PLAN BCS1219  NEW WESTMINST,"ER DISTRICT LOT FALSE CREEK, GROUP ",1.,,,1187000.0,393000.0,2018.0,870000.0,394000.0,2005.0,2005.0,,30
163649,014-666-821,LAND,641275690000,64127569,RS-1,One Family Dwelling,21,1,VAP1314,THSL,,2777.0,6TH AVE E,V5M 1R6,LOT 21  BLOCK 1  SECTION 35  PLAN V,AP1314  DISTRICT LOT THSL  NWD PART," N 1/2, GROUP 1, AMD (SEE 265245L).",,,1662000.0,30000.0,2018.0,1706000.0,30000.0,1941.0,1941.0,,21
115258,029-922-992,STRATA,638194900133,63819490,IC-3,Light Industrial,133,4,EPS3641,200A,720,384.0,1ST AVE E,V5T 0G5,LOT 133  BLOCK 4  PLAN EPS3641  DIS,"TRICT LOT 200A  NWD GROUP 1, TOGETH",ER WITH AN INTEREST IN THE COMMON P,ROPERTY IN PROPORTION TO THE UNIT E,NTITLEMENT OF THE STRATA LOT AS SHO,365000.0,228000.0,2018.0,167000.0,229000.0,,,,13
163279,017-762-626,STRATA,148602890044,14860289,DD,Comprehensive Development,44,,LMS355,541,2201,889.0,HOMER ST,V6B 5S3,LOT 44  PLAN LMS355  DISTRICT LOT 5,41  NEW WESTMINSTER UNDIV 110/6158 ,SHARE IN COM PROP THEREIN.,,,789000.0,367000.0,2018.0,593000.0,372000.0,1992.0,1992.0,,29
170696,027-838-021,STRATA,150758070023,15075807,CD-1 (459),Comprehensive Development,23,,BCS3353,526,,6139.0,OAK ST,V6M 2W3,LOT 23  PLAN BCS3353  DISTRICT LOT ,526  NWD TOGETHER WITH AN INTEREST ,IN THE COMMON PROPERTY IN PROPORTIO,N TO THE UNIT ENTITLEMENT OF THE ST,RATA LOT AS SHOWN ON FORM V.,1092000.0,268000.0,2018.0,1041000.0,270000.0,2009.0,2009.0,,10
8077,011-036-761,LAND,765254420000,76525442,RS-1,One Family Dwelling,7,6,5952,,,2248.0,WAVERLEY AVE,V5P 1R6,LOT 7  BLOCK 6  PLAN 5952  NEW WEST,MINSTER DISTRICT LOT 723 N HLF.,,,,1539000.0,327000.0,2018.0,1629000.0,337000.0,1990.0,1990.0,,24
60763,023-925-418,STRATA,148604510249,14860451,DD,Comprehensive Development,249,,LMS2969,541,2803,939.0,HOMER ST,V6B 2W6,LOT 249  PLAN LMS2969  DISTRICT LOT, 541  NEW WESTMINSTER UNDIV 573/215,085 SHARE IN COM PROP THEREIN.,,,438000.0,189000.0,2018.0,387000.0,191000.0,1998.0,1998.0,,29
196947,017-325-633,STRATA,634232930006,63423293,RM-4,Multiple Family Dwelling,6,,LMS29,264A,202,1481.0,4TH AVE E,V5N 1J6,LOT 6  PLAN LMS29  DISTRICT LOT 264,A  NEW WESTMINSTER UNDIV 697/13366 ,SHARE IN COM PROP THEREIN.,,,382000.0,193000.0,2018.0,297000.0,180000.0,1990.0,1990.0,,14
91352,027-510-301,LAND,250684920000,25068492,C-2C1,Commercial,,169,BCP36318,264A,,3070.0,COMMERCIAL DR,V5N 4E2,BLOCK 169  PLAN BCP36318  DISTRICT ,"LOT 264A  NWD PARCEL S, GROUP 1.",,,,3447000.0,9212000.0,2018.0,3036000.0,9489000.0,2008.0,2008.0,,14
187812,002-805-472,STRATA,646146920002,64614692,FM-1,Multiple Family Dwelling,2,,VAS1587,526,107,1100.0,7TH AVE W,V6H 1B4,LOT 2  PLAN VAS1587  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 72/2207 S,HARE IN COM PROP THEREIN.,,,500000.0,106000.0,2018.0,410000.0,110000.0,1986.0,1986.0,,7
130365,012-891-541,LAND,219719840000,21971984,RS-1,One Family Dwelling,13,7,VAP3432,392,,4678.0,ELGIN ST,V5V 4R8,LOT 13  BLOCK 7  PLAN VAP3432  DIST,"RICT LOT 392  NWD PART E 1/2, OF LO",T 2.,,,1430000.0,16700.0,2018.0,1460000.0,16700.0,1946.0,1946.0,,19
200702,009-446-303,LAND,802161790000,80216179,RS-1,One Family Dwelling,6,886,VAP9858,526,,607.0,54TH AVE W,V6P 1M1,LOT 6  BLOCK 886  PLAN VAP9858  DIS,TRICT LOT 526  NEW WESTMINSTER,,,,3254000.0,116000.0,2018.0,3252000.0,115000.0,1959.0,1973.0,,11
184681,025-530-356,STRATA,138612930211,13861293,DD,Comprehensive Development,211,,BCS147,541,PH5,1295.0,RICHARDS ST,V6B 1B7,LOT 211  PLAN BCS147  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 64/12158, SHARE IN COM PROP THEREIN.,,,753000.0,218000.0,2018.0,621000.0,220000.0,2002.0,2002.0,,29
130129,024-494-071,LAND,698212370000,69821237,RS-1,One Family Dwelling,2,42,LMP41920,301,,835.0,21ST AVE E,V5V 1S3,LOT 2  BLOCK 42  PLAN LMP41920  DIS,TRICT LOT 301  NEW WESTMINSTER,,,,1398000.0,229000.0,2018.0,1398000.0,231000.0,1999.0,1999.0,,15
108893,019-064-756,STRATA,120606920408,12060692,CD-1 (386),Comprehensive Development,408,,LMS1689,541,,1088.0,BURRARD ST,V6Z 2R9,LOT 408  PLAN LMS1689  DISTRICT LOT, 541  NEW WESTMINSTER UNDIV 5335/21,6465 SHARE IN COM PROP THEREIN.,,,3523000.0,737000.0,2018.0,2802000.0,750000.0,1994.0,1994.0,,26
198555,010-140-042,LAND,251810890000,25181089,RS-1,One Family Dwelling,27,58,VAP8446,,,7067.0,DUFF ST,V5P 4B1,LOT 27  BLOCK 58  PLAN VAP8446  NEW, WESTMINSTER DISTRICT LOT FRASERVIE,W.,,,1547000.0,475000.0,2018.0,1593000.0,477000.0,1999.0,1999.0,,25
162967,009-608-923,LAND,792276350000,79227635,RS-1,One Family Dwelling,33,7,VAP9664,336,,2741.0,50TH AVE E,V5S 1N6,LOT 33  BLOCK 7  PLAN VAP9664  DIST,"RICT LOT 336  NWD PART SE 1/4, TO B",LK 9.,,,2002000.0,36400.0,2018.0,2072000.0,37400.0,1958.0,1958.0,,24
159523,024-360-368,STRATA,613119930057,61311993,CD-1 (287),Comprehensive Development,57,,LMS3778,185,803,1003.0,BURNABY ST,V6E 4R7,LOT 57  PLAN LMS3778  DISTRICT LOT ,185  NEW WESTMINSTER UNDIV 519/8346,5 SHARE IN COM PROP THEREIN.,,,280000.0,206000.0,2018.0,218000.0,208000.0,1999.0,1999.0,,27
49658,025-960-474,STRATA,617119630031,61711963,CD-1 (392),Comprehensive Development,31,,BCS856,185,901,1005.0,BEACH AVE,V6E 3W2,LOT 31  PLAN BCS856  DISTRICT LOT 1,85  NEW WESTMINSTER UNDIV 67/10385 ,SHARE IN COM PROP THEREIN.,,,452000.0,262000.0,2018.0,373000.0,265000.0,2004.0,2004.0,,27
95430,028-246-306,STRATA,634179860050,63417986,CD-1 (454),Comprehensive Development,50,,BCS3849,FC,602,1625.0,MANITOBA ST,V5Y 0B8,LOT 50  PLAN BCS3849  DISTRICT LOT ,"FC  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,1287000.0,428000.0,2018.0,1065000.0,428000.0,2009.0,2009.0,,13
185970,006-223-915,STRATA,592250720003,59225072,RM-4,Multiple Family Dwelling,3,,VAS947,183,103,1748.0,PENDER ST E,V5L 1W4,LOT 3  PLAN VAS947  DISTRICT LOT 18,3  NEW WESTMINSTER UNDIV 57/2442 SH,ARE IN COM PROP THEREIN.,,,197000.0,64400.0,2018.0,162000.0,67800.0,1981.0,1981.0,,14
154926,024-945-226,LAND,830270870000,83027087,RS-1,One Family Dwelling,X,72,LMP48782,FV,,,VACANT,,LOT X  BLOCK 72  PLAN LMP48782  DIS,TRICT LOT FV  NEW WESTMINSTER,,,,1518000.0,0.0,2018.0,1573000.0,0.0,,,,25
1114,009-963-235,LAND,810236750000,81023675,RS-1,One Family Dwelling,39,,VAP8748,200,,1675.0,57TH AVE E,V5P 2B3,LOT 39  PLAN VAP8748  DISTRICT LOT ,"200  NWD & DL 728, 737.",,,,1358000.0,339000.0,2018.0,1395000.0,311000.0,2009.0,2009.0,,17
168863,030-051-304,STRATA,250799670002,25079967,RT-2,Two Family Dwelling,2,5,EPS3997,735,,6907.0,VICTORIA DR,V5P 3Y7,LOT 2  BLOCK 5  PLAN EPS3997  DISTR,"ICT LOT 735  NWD GROUP 1, TOGETHER ",WITH AN INTEREST IN THE COMMON PROP,ERTY IN PROPORTION TO THE UNIT ENTI,TLEMENT OF THE STRATA LOT AS SHOWN ,910000.0,320000.0,2018.0,,,,,,17
72883,017-341-442,STRATA,120604970025,12060497,CD-1 (228),Comprehensive Development,25,,LMS45,185,504,909.0,BURRARD ST,V6Z 2N2,LOT 25  PLAN LMS45  DISTRICT LOT 18,5  NEW WESTMINSTER UNDIV 414/100000, SHARE IN COM PROP THEREIN.,,,450000.0,220000.0,2018.0,317000.0,222000.0,1991.0,1991.0,,27
44444,030-255-317,STRATA,138614060254,13861406,CD-1 (571),,254,115,EPS3808,541,4706,1310.0,RICHARDS ST,,LOT 254  BLOCK 115  PLAN EPS3808  D,"ISTRICT LOT 541  NWD GROUP 1, TOGET",HER WITH AN INTEREST IN THE COMMON ,PROPERTY IN PROPORTION TO THE UNIT ,ENTITLEMENT OF THE STRATA LOT AS SH,491000.0,181000.0,2018.0,,,,,,29
60984,014-291-975,LAND,690134870000,69013487,RM-3,Multiple Family Dwelling,12,452,VAP1276,526,,1315.0,15TH AVE W,V6H 1S2,LOT 12  BLOCK 452  PLAN VAP1276  DI,STRICT LOT 526  NWD GROUP 1.,,,,3000000.0,3262000.0,2018.0,2625000.0,2828000.0,1929.0,1929.0,,7
89984,008-198-209,LAND,714144250000,71414425,RS-5,One Family Dwelling,18,693,VAP6011,526,,1275.0,27TH AVE W,V6H 2C1,LOT 18  BLOCK 693  PLAN VAP6011  DI,STRICT LOT 526  NWD,,,,3916000.0,1301000.0,2018.0,4160000.0,1291000.0,2013.0,2013.0,,8
167147,027-175-120,STRATA,161599940410,16159994,CD-1 (415),Comprehensive Development,410,,BCS2478,,2708,668.0,CITADEL PARADE,V6B 1W6,LOT 410  PLAN BCS2478  NWD DISTRICT," LOT FALSE CREEK, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,638000.0,227000.0,2018.0,499000.0,227000.0,2007.0,2007.0,,26
